,annotate_text,label,annotated_at,geo_tag,raw_text,clean_text,langid_raw,langid_clean,spacy_raw,spacy_clean
143,<b>Raw:</b> Ellen Barkin and Dennis Quaid in The Big Easy.<br><b>Clean</b>: ellen barkin and dennis quaid in the big easy,non-syntactic-english,2023-03-12 15:30:17,New York,Ellen Barkin and Dennis Quaid in The Big Easy.<br>,ellen barkin and dennis quaid in the big easy,en,en,en,en
144,<b>Raw:</b> Chillo con My Way. Me recuerda a mi viejo en CDMX #KoggiEnConvoy<br><b>Clean</b>: chillo con my way me recuerda a mi viejo en cdmx,not-english,2023-03-12 15:30:23,New York,Chillo con My Way. Me recuerda a mi viejo en CDMX #KoggiEnConvoy<br>,chillo con my way me recuerda a mi viejo en cdmx,es,es,es,es
145,"<b>Raw:</b> Acaba de publicar una foto en Atlantic Ave Brooklyn, Ny https://t.co/V6J6K42Qfz<br><b>Clean</b>: acaba de publicar una foto en atlantic ave brooklyn ny",not-english,2023-03-12 15:30:25,New York,"Acaba de publicar una foto en Atlantic Ave Brooklyn, Ny https://t.co/V6J6K42Qfz<br>",acaba de publicar una foto en atlantic ave brooklyn ny,es,es,es,es
146,<b>Raw:</b> @WarisJL 😂😂😂😂😂 😂😂😂😂😂 es que tueso dulce no digo yo 🏃🏾‍♂️💨<br><b>Clean</b>: es que tueso dulce no digo yo,not-english,2023-03-12 15:30:28,New York,@WarisJL 😂😂😂😂😂 😂😂😂😂😂 es que tueso dulce no digo yo 🏃🏾‍♂️💨<br>,es que tueso dulce no digo yo,an,es,es,es
147,"<b>Raw:</b> I'm at Overpeck County Park in Leonia, NJ https://t.co/mWP8mB5yLe<br><b>Clean</b>: im at overpeck county park in leonia nj",syntactic-english,2023-03-12 15:30:31,New York,"I'm at Overpeck County Park in Leonia, NJ https://t.co/mWP8mB5yLe<br>",im at overpeck county park in leonia nj,en,en,en,en
148,<b>Raw:</b> @kors_li whyyyyy in the FUCK are you retweeting this?????? Y’all don’t respect me 😭<br><b>Clean</b>: whyyyyy in the fuck are you retweeting this yall dont respect me,informal-english,2023-03-12 15:30:39,New York,@kors_li whyyyyy in the FUCK are you retweeting this?????? Y’all don’t respect me 😭<br>,whyyyyy in the fuck are you retweeting this yall dont respect me,en,en,en,en
149,<b>Raw:</b> @revengewife222 lol at the cha*nsm*kers tweet… honestly awful<br><b>Clean</b>: lol at the cha nsm kers tweet honestly awful,informal-english,2023-03-12 15:30:45,New York,@revengewife222 lol at the cha*nsm*kers tweet… honestly awful<br>,lol at the cha nsm kers tweet honestly awful,en,en,en,en
150,<b>Raw:</b> Aweminus is on friday…. Also Adriatique… yo no se<br><b>Clean</b>: aweminus is on friday also adriatique yo no se,code-switched,2023-03-12 15:31:01,New York,Aweminus is on friday…. Also Adriatique… yo no se<br>,aweminus is on friday also adriatique yo no se,en,en,en,en
151,<b>Raw:</b> made the sexiest little sets and they drop tmw @ 6pm 💚💙🤎 https://t.co/C57gFvvtKT ✨ https://t.co/JO8gxGanmQ<br><b>Clean</b>: made the sexiest little sets and they drop tmw 6pm,informal-english,2023-03-12 15:31:06,New York,made the sexiest little sets and they drop tmw @ 6pm 💚💙🤎 https://t.co/C57gFvvtKT ✨ https://t.co/JO8gxGanmQ<br>,made the sexiest little sets and they drop tmw 6pm,en,en,en,en
152,<b>Raw:</b> Whatup with Mcullum shoulder checkin Cam Johnson like this is hockey. Comeonman<br><b>Clean</b>: whatup with mcullum shoulder checkin cam johnson like this is hockey comeonman,informal-english,2023-03-12 15:31:11,New York,Whatup with Mcullum shoulder checkin Cam Johnson like this is hockey. Comeonman<br>,whatup with mcullum shoulder checkin cam johnson like this is hockey comeonman,en,en,en,en
153,<b>Raw:</b> isnt bil tomorrow and doja the day after tho<br><b>Clean</b>: isnt bil tomorrow and doja the day after tho,informal-english,2023-03-12 15:31:16,New York,isnt bil tomorrow and doja the day after tho<br>,isnt bil tomorrow and doja the day after tho,en,en,en,en
154,"<b>Raw:</b> @Jaimebobadilla1 Mas le vale que empiece a cantar, 
Que se deje de estar de mamita, 
Que ""er vico"" no va a meter la mano en candela por el. https://t.co/CsOV3T85iT<br><b>Clean</b>: mas le vale que empiece a cantar que se deje de estar de mamita que er vico no va a meter la mano en candela por el",not-english,2023-03-12 15:31:26,New York,"@Jaimebobadilla1 Mas le vale que empiece a cantar, 
Que se deje de estar de mamita, 
Que ""er vico"" no va a meter la mano en candela por el. https://t.co/CsOV3T85iT<br>",mas le vale que empiece a cantar que se deje de estar de mamita que er vico no va a meter la mano en candela por el,es,es,es,es
155,<b>Raw:</b> Who That ….? Shorty Got it Lit OutChea @ 145th Street https://t.co/mBTRLtIAnn<br><b>Clean</b>: who that shorty got it lit outchea 145th street,non-syntactic-english,2023-03-12 15:31:36,New York,Who That ….? Shorty Got it Lit OutChea @ 145th Street https://t.co/mBTRLtIAnn<br>,who that shorty got it lit outchea 145th street,en,en,en,en
156,<b>Raw:</b> Popping willies !!! Son my favorite scenes !!! 🥺 #MOTOMAMI 🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀nunca sería !!!<br><b>Clean</b>: popping willies son my favorite scenes nunca sería,non-syntactic-english,2023-03-12 15:31:42,New York,Popping willies !!! Son my favorite scenes !!! 🥺 #MOTOMAMI 🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀nunca sería !!!<br>,popping willies son my favorite scenes nunca sería,mr,es,en,en
157,"<b>Raw:</b> @___frederich Es cierto, a mi me pasó, de casi toda mi vida viviendo en New York, me fui a vivir a San Sebastián, un campo en Puerto Rico. Sólo por amor 🥰. No aguante extrañaba la bulla.<br><b>Clean</b>: es cierto a mi me pasó de casi toda mi vida viviendo en new york me fui a vivir a san sebastián un campo en puerto rico sólo por amor no aguante extrañaba la bulla",not-english,2023-03-12 15:31:49,New York,"@___frederich Es cierto, a mi me pasó, de casi toda mi vida viviendo en New York, me fui a vivir a San Sebastián, un campo en Puerto Rico. Sólo por amor 🥰. No aguante extrañaba la bulla.<br>",es cierto a mi me pasó de casi toda mi vida viviendo en new york me fui a vivir a san sebastián un campo en puerto rico sólo por amor no aguante extrañaba la bulla,es,es,es,es
158,"<b>Raw:</b> Papoose Feat. Fabolous &amp; Jermaine Dupri ""I Got A Plan"" Music Video https://t.co/vzYO7T3n5o via @YouTube #BROOKLYNSTYLEREALRAP<br><b>Clean</b>: papoose feat fabolous and jermaine dupri i got a plan music video via",non-syntactic-english,2023-03-12 15:32:57,New York,"Papoose Feat. Fabolous &amp; Jermaine Dupri ""I Got A Plan"" Music Video https://t.co/vzYO7T3n5o via @YouTube #BROOKLYNSTYLEREALRAP<br>",papoose feat fabolous and jermaine dupri i got a plan music video via,en,en,en,en
159,<b>Raw:</b> @laderechadiario @Leandromv1999 Qué ponja de mierda el que se va<br><b>Clean</b>: qué ponja de mierda el que se va,not-english,2023-03-12 15:32:59,New York,@laderechadiario @Leandromv1999 Qué ponja de mierda el que se va<br>,qué ponja de mierda el que se va,es,es,es,es
160,<b>Raw:</b> obsessed with watching mama june on tik tok live<br><b>Clean</b>: obsessed with watching mama june on tik tok live,non-syntactic-english,2023-03-12 15:33:02,New York,obsessed with watching mama june on tik tok live<br>,obsessed with watching mama june on tik tok live,en,en,en,en
161,<b>Raw:</b> @Kiarah_ Nigga wants his sneakers and jacket back Lmfaoo 🤣😂🥴<br><b>Clean</b>: nigga wants his sneakers and jacket back lmfaoo,informal-english,2023-03-12 15:33:07,New York,@Kiarah_ Nigga wants his sneakers and jacket back Lmfaoo 🤣😂🥴<br>,nigga wants his sneakers and jacket back lmfaoo,en,en,en,en
162,<b>Raw:</b> not novato starting first fridays l m a oooo<br><b>Clean</b>: not novato starting first fridays l m a oooo,informal-english,2023-03-12 15:33:15,New York,not novato starting first fridays l m a oooo<br>,not novato starting first fridays l m a oooo,en,en,en,en
163,<b>Raw:</b> @HochBig @DA05344328 @KriegPhantom Eres tan tonto eh incoherente que ni cuenta te das lol<br><b>Clean</b>: eres tan tonto eh incoherente que ni cuenta te das lol,not-english,2023-03-12 15:33:18,New York,@HochBig @DA05344328 @KriegPhantom Eres tan tonto eh incoherente que ni cuenta te das lol<br>,eres tan tonto eh incoherente que ni cuenta te das lol,es,es,es,es
164,<b>Raw:</b> @conlopatore Pensaba que nada mas era la mia.<br><b>Clean</b>: pensaba que nada mas era la mia,not-english,2023-03-12 15:33:22,New York,@conlopatore Pensaba que nada mas era la mia.<br>,pensaba que nada mas era la mia,es,es,es,es
165,<b>Raw:</b> Y no se va por el inodoro🙂<br><b>Clean</b>: y no se va por el inodoro,not-english,2023-03-12 15:33:24,New York,Y no se va por el inodoro🙂<br>,y no se va por el inodoro,es,es,es,es
166,<b>Raw:</b> @luisabinader no crea que sea tan complice y permitir eso???<br><b>Clean</b>: no crea que sea tan complice y permitir eso,not-english,2023-03-12 15:33:26,New York,@luisabinader no crea que sea tan complice y permitir eso???<br>,no crea que sea tan complice y permitir eso,es,es,es,es
167,<b>Raw:</b> @Lziiin_ https://t.co/sbXsBbfmfh e eu no Instagram que sou jogadora na luta diaria kkkk<br><b>Clean</b>: e eu no instagram que sou jogadora na luta diaria kkkk,not-english,2023-03-12 15:33:29,New York,@Lziiin_ https://t.co/sbXsBbfmfh e eu no Instagram que sou jogadora na luta diaria kkkk<br>,e eu no instagram que sou jogadora na luta diaria kkkk,pt,pt,pt,pt
168,"<b>Raw:</b> Acaba de publicar una foto en New York City, N.Y. https://t.co/8LRou3eeEp<br><b>Clean</b>: acaba de publicar una foto en new york city n y",not-english,2023-03-12 15:33:32,New York,"Acaba de publicar una foto en New York City, N.Y. https://t.co/8LRou3eeEp<br>",acaba de publicar una foto en new york city n y,es,es,en,es
169,<b>Raw:</b> @iridewithvigor Ooooh word. Yeah just gotta visit NYC/NJ lol<br><b>Clean</b>: ooooh word yeah just gotta visit nycnj lol,informal-english,2023-03-12 15:33:35,New York,@iridewithvigor Ooooh word. Yeah just gotta visit NYC/NJ lol<br>,ooooh word yeah just gotta visit nycnj lol,en,en,en,en
170,<b>Raw:</b> ISO Marlboro miles for a Sharp MiniDisc player https://t.co/xWguTaPZpj<br><b>Clean</b>: iso marlboro miles for a sharp minidisc player,non-syntactic-english,2023-03-12 15:33:44,New York,ISO Marlboro miles for a Sharp MiniDisc player https://t.co/xWguTaPZpj<br>,iso marlboro miles for a sharp minidisc player,en,en,en,en
171,<b>Raw:</b> My 45th birthday dinner with my wife. @ Anassa Taverna Astoria https://t.co/jKtVpgn39G<br><b>Clean</b>: my 45th birthday dinner with my wife anassa taverna astoria,non-syntactic-english,2023-03-12 15:33:52,New York,My 45th birthday dinner with my wife. @ Anassa Taverna Astoria https://t.co/jKtVpgn39G<br>,my 45th birthday dinner with my wife anassa taverna astoria,en,en,en,en
172,"<b>Raw:</b> With Canelo currently picking between fights against Charlo, Bivol, &amp; GGG - Eddie Hearn believes Charlo is the easiest of them all, you guys agree? #CaneloCharlo #CaneloGGG #CaneloBivol https://t.co/FhYAwvULX5<br><b>Clean</b>: with canelo currently picking between fights against charlo bivol and ggg eddie hearn believes charlo is the easiest of them all you guys agree",non-syntactic-english,2023-03-12 15:34:02,New York,"With Canelo currently picking between fights against Charlo, Bivol, &amp; GGG - Eddie Hearn believes Charlo is the easiest of them all, you guys agree? #CaneloCharlo #CaneloGGG #CaneloBivol https://t.co/FhYAwvULX5<br>",with canelo currently picking between fights against charlo bivol and ggg eddie hearn believes charlo is the easiest of them all you guys agree,en,en,en,en
173,"<b>Raw:</b> Broadway, baby 🎶 (and LJ! Mainly LJ 🥰) @ Imperial Theatre https://t.co/Xzt2tzjm5J<br><b>Clean</b>: broadway baby and lj mainly lj imperial theatre",non-syntactic-english,2023-03-12 15:34:12,New York,"Broadway, baby 🎶 (and LJ! Mainly LJ 🥰) @ Imperial Theatre https://t.co/Xzt2tzjm5J<br>",broadway baby and lj mainly lj imperial theatre,en,en,en,en
174,"<b>Raw:</b> I'm at Newkirk Ave Newstand in Brooklyn, NY https://t.co/bPDfy8pw6L<br><b>Clean</b>: im at newkirk ave newstand in brooklyn ny",syntactic-english,2023-03-12 15:34:15,New York,"I'm at Newkirk Ave Newstand in Brooklyn, NY https://t.co/bPDfy8pw6L<br>",im at newkirk ave newstand in brooklyn ny,en,en,en,en
175,"<b>Raw:</b> IU X yśb Summer &amp; Fall Collection Book 2011
@_IUofficial @edam_ent 
#IU #아이유 #LEEJIEUN #dlwlrma #李知恩 #IUTEAM  #Celebrity #EDAMENTERTAINMENT #아이유참좋다  #UAENA 
#아이유는저의롤모델입니다 https://t.co/wXz1yR957d<br><b>Clean</b>: iu x yśb summer and fall collection book 2011",non-syntactic-english,2023-03-12 15:34:55,New York,"IU X yśb Summer &amp; Fall Collection Book 2011
@_IUofficial @edam_ent 
#IU #아이유 #LEEJIEUN #dlwlrma #李知恩 #IUTEAM  #Celebrity #EDAMENTERTAINMENT #아이유참좋다  #UAENA 
#아이유는저의롤모델입니다 https://t.co/wXz1yR957d<br>",iu x yśb summer and fall collection book 2011,ko,en,en,en
176,"<b>Raw:</b> @AFTVMedia Aubameyang gave arteta a career,sad he is treated this way.<br><b>Clean</b>: aubameyang gave arteta a careersad he is treated this way",non-syntactic-english,2023-03-12 15:35:08,New York,"@AFTVMedia Aubameyang gave arteta a career,sad he is treated this way.<br>",aubameyang gave arteta a careersad he is treated this way,en,en,en,en
177,<b>Raw:</b> @Darklordcreeper That’s what i heard bro - you’re so close<br><b>Clean</b>: thats what i heard bro youre so close,informal-english,2023-03-12 15:35:18,New York,@Darklordcreeper That’s what i heard bro - you’re so close<br>,thats what i heard bro youre so close,en,en,en,en
178,"<b>Raw:</b> A vida não te pergunta se você quer ser forte.
Ela te obriga a ser.

#QuartaLiberdadeNoSDV
#QuartaDetremuraSDV<br><b>Clean</b>: a vida não te pergunta se você quer ser forte ela te obriga a ser",not-english,2023-03-12 15:35:23,New York,"A vida não te pergunta se você quer ser forte.
Ela te obriga a ser.

#QuartaLiberdadeNoSDV
#QuartaDetremuraSDV<br>",a vida não te pergunta se você quer ser forte ela te obriga a ser,pt,pt,pt,pt
179,<b>Raw:</b> @BandelaBandela Man I appreciate you! When’s the next time you’re at zerospace??!<br><b>Clean</b>: man i appreciate you whens the next time youre at zerospace,non-syntactic-english,2023-03-12 15:35:30,New York,@BandelaBandela Man I appreciate you! When’s the next time you’re at zerospace??!<br>,man i appreciate you whens the next time youre at zerospace,en,en,en,en
180,<b>Raw:</b> considering merge conflicts during review (jk jk) https://t.co/dPY3ia4HC2<br><b>Clean</b>: considering merge conflicts during review jk jk,non-syntactic-english,2023-03-12 15:35:32,New York,considering merge conflicts during review (jk jk) https://t.co/dPY3ia4HC2<br>,considering merge conflicts during review jk jk,nl,nl,en,en
181,<b>Raw:</b> I condemn you call Jaan sadique journalist<br><b>Clean</b>: i condemn you call jaan sadique journalist,non-syntactic-english,2023-03-12 15:36:11,New York,I condemn you call Jaan sadique journalist<br>,i condemn you call jaan sadique journalist,fr,fr,fr,fr
182,"<b>Raw:</b> !!! the book was giving, let’s seeee abt the series<br><b>Clean</b>: the book was giving lets seeee abt the series",informal-english,2023-03-12 15:37:29,New York,"!!! the book was giving, let’s seeee abt the series<br>",the book was giving lets seeee abt the series,en,en,en,en
183,"<b>Raw:</b> @Mario_Nation Mecca vin bay misye presyon epi l te gentan rele Davis (avoka li an) pou mande l detay sou Mecca… Li vin kanpe dan ak Mecca paske l konnen sa l regle, sa l ye etc 😂  

Yooo plen sit pou w gade show a online ouii man 😩<br><b>Clean</b>: mecca vin bay misye presyon epi l te gentan rele davis avoka li an pou mande l detay sou mecca li vin kanpe dan ak mecca paske l konnen sa l regle sa l ye etc yooo plen sit pou w gade show a online ouii man",incidental-english,2023-03-12 15:38:10,New York,"@Mario_Nation Mecca vin bay misye presyon epi l te gentan rele Davis (avoka li an) pou mande l detay sou Mecca… Li vin kanpe dan ak Mecca paske l konnen sa l regle, sa l ye etc 😂  

Yooo plen sit pou w gade show a online ouii man 😩<br>",mecca vin bay misye presyon epi l te gentan rele davis avoka li an pou mande l detay sou mecca li vin kanpe dan ak mecca paske l konnen sa l regle sa l ye etc yooo plen sit pou w gade show a online ouii man,ht,ht,fr,fr
184,<b>Raw:</b> @Lasuspendiditaa Por favor no te enojes con Pedro🤣<br><b>Clean</b>: por favor no te enojes con pedro,not-english,2023-03-12 15:38:13,New York,@Lasuspendiditaa Por favor no te enojes con Pedro🤣<br>,por favor no te enojes con pedro,es,es,es,es
185,<b>Raw:</b> Incident on #FLine from Coney Island - Stillwell Av to 47-50 Sts - Rockefeller Ctr https://t.co/US5AI3f9cf<br><b>Clean</b>: incident on from coney island stillwell av to 47 50 sts rockefeller ctr,syntactic-english,2023-03-12 15:38:16,New York,Incident on #FLine from Coney Island - Stillwell Av to 47-50 Sts - Rockefeller Ctr https://t.co/US5AI3f9cf<br>,incident on from coney island stillwell av to 47 50 sts rockefeller ctr,en,en,en,en
186,<b>Raw:</b> @mahoabreu @palomino2021 El camillero lo he visto. Tiene lo suyo. El es lindo. Que se ponga pa lo suyo. Muy enamorado. Las mujeres me lo van a acabar 😂<br><b>Clean</b>: el camillero lo he visto tiene lo suyo el es lindo que se ponga pa lo suyo muy enamorado las mujeres me lo van a acabar,not-english,2023-03-12 15:38:20,New York,@mahoabreu @palomino2021 El camillero lo he visto. Tiene lo suyo. El es lindo. Que se ponga pa lo suyo. Muy enamorado. Las mujeres me lo van a acabar 😂<br>,el camillero lo he visto tiene lo suyo el es lindo que se ponga pa lo suyo muy enamorado las mujeres me lo van a acabar,es,es,es,es
187,<b>Raw:</b> Cleared: Incident on #Bxm9Bus from Throgs Neck Expy Svr Rd to Schurz Ave<br><b>Clean</b>: cleared incident on from throgs neck expy svr rd to schurz ave,syntactic-english,2023-03-12 15:38:23,New York,Cleared: Incident on #Bxm9Bus from Throgs Neck Expy Svr Rd to Schurz Ave<br>,cleared incident on from throgs neck expy svr rd to schurz ave,en,en,en,en
188,"<b>Raw:</b> 🐐ista does it again! @BAT1STA 
Saturday Night Suite Life 🙏🏿⚡️
#YankeesTwitter IRL 🥃 #RepBX https://t.co/cdRA5H1wwj<br><b>Clean</b>: ista does it again saturday night suite life irl",non-syntactic-english,2023-03-12 15:38:30,New York,"🐐ista does it again! @BAT1STA 
Saturday Night Suite Life 🙏🏿⚡️
#YankeesTwitter IRL 🥃 #RepBX https://t.co/cdRA5H1wwj<br>",ista does it again saturday night suite life irl,zh,it,en,en
189,"<b>Raw:</b> This after work drink is MUCHHHH needed. 

Bruh.<br><b>Clean</b>: this after work drink is muchhhh needed bruh",informal-english,2023-03-12 15:38:33,New York,"This after work drink is MUCHHHH needed. 

Bruh.<br>",this after work drink is muchhhh needed bruh,en,en,en,en
190,<b>Raw:</b> Random pairing of Uematsu + Amano-signed DVDs. https://t.co/uAX7wn3HQV<br><b>Clean</b>: random pairing of uematsu amano signed dvds,non-syntactic-english,2023-03-12 15:38:40,New York,Random pairing of Uematsu + Amano-signed DVDs. https://t.co/uAX7wn3HQV<br>,random pairing of uematsu amano signed dvds,en,en,en,en
191,<b>Raw:</b> @AnchorAquarium Do you prefe al pastor or Carnita? Have you tried taqueria Ramirez yet<br><b>Clean</b>: do you prefe al pastor or carnita have you tried taqueria ramirez yet,informal-english,2023-03-12 15:39:04,New York,@AnchorAquarium Do you prefe al pastor or Carnita? Have you tried taqueria Ramirez yet<br>,do you prefe al pastor or carnita have you tried taqueria ramirez yet,en,en,en,es
192,<b>Raw:</b> @DJMElColorado I offer 16Bit WAV downloads on my website.<br><b>Clean</b>: i offer 16bit wav downloads on my website,syntactic-english,2023-03-12 15:39:12,New York,@DJMElColorado I offer 16Bit WAV downloads on my website.<br>,i offer 16bit wav downloads on my website,en,en,en,en
193,<b>Raw:</b> 📸✨Si @sujetoro24kilate lo dijo es porque es verdad🔥🔥🔥🔥 en The Factory Restaurant &amp; Lounge https://t.co/yZHFx7BPpb<br><b>Clean</b>: si lo dijo es porque es verdad en the factory restaurant and lounge,incidental-english,2023-03-12 15:39:23,New York,📸✨Si @sujetoro24kilate lo dijo es porque es verdad🔥🔥🔥🔥 en The Factory Restaurant &amp; Lounge https://t.co/yZHFx7BPpb<br>,si lo dijo es porque es verdad en the factory restaurant and lounge,es,es,es,es
194,"<b>Raw:</b> Para los que no me conocen, 
soy un hombre tranquilo
 y 
dulce...
Y los que me conocen se callan por favor. 🤣🤭<br><b>Clean</b>: para los que no me conocen soy un hombre tranquilo y dulce y los que me conocen se callan por favor",not-english,2023-03-12 15:39:26,New York,"Para los que no me conocen, 
soy un hombre tranquilo
 y 
dulce...
Y los que me conocen se callan por favor. 🤣🤭<br>",para los que no me conocen soy un hombre tranquilo y dulce y los que me conocen se callan por favor,es,es,es,es
195,<b>Raw:</b> @JLoLegend69 @LincolnFussell Idk I muted them they’re annoying bsjjdbf<br><b>Clean</b>: idk i muted them theyre annoying bsjjdbf,informal-english,2023-03-12 15:39:29,New York,@JLoLegend69 @LincolnFussell Idk I muted them they’re annoying bsjjdbf<br>,idk i muted them theyre annoying bsjjdbf,en,en,en,en
0,"<b>Raw:</b> @notreallyachola @Shonomatopoeia If I die before Bentley, I want Bentlito at my funeral.<br><b>Clean</b>: if i die before bentley i want bentlito at my funeral",syntactic-english,2023-03-12 15:42:13,New York,"@notreallyachola @Shonomatopoeia If I die before Bentley, I want Bentlito at my funeral.<br>",if i die before bentley i want bentlito at my funeral,en,cy,en,da
1,<b>Raw:</b> Somos seres de lu' ve que lo que?<br><b>Clean</b>: somos seres de lu ve que lo que,not-english,2023-03-12 15:42:16,New York,Somos seres de lu' ve que lo que?<br>,somos seres de lu ve que lo que,es,es,es,es
2,<b>Raw:</b> Omg that Nimmo catch was next level #LGM<br><b>Clean</b>: omg that nimmo catch was next level,informal-english,2023-03-12 15:42:20,New York,Omg that Nimmo catch was next level #LGM<br>,omg that nimmo catch was next level,en,en,en,en
3,"<b>Raw:</b> Julie DeVuono's husband is an NYPD Officer , he's being probed for his involvement in the scam 

https://t.co/63Kk1Dmguy<br><b>Clean</b>: julie devuonos husband is an nypd officer hes being probed for his involvement in the scam",non-syntactic-english,2023-03-12 15:42:38,New York,"Julie DeVuono's husband is an NYPD Officer , he's being probed for his involvement in the scam 

https://t.co/63Kk1Dmguy<br>",julie devuonos husband is an nypd officer hes being probed for his involvement in the scam,en,en,en,en
4,"<b>Raw:</b> Trae is shooting the ball bad, but still controlling the game with his passing. Impactful player!<br><b>Clean</b>: trae is shooting the ball bad but still controlling the game with his passing impactful player",non-syntactic-english,2023-03-12 15:42:49,New York,"Trae is shooting the ball bad, but still controlling the game with his passing. Impactful player!<br>",trae is shooting the ball bad but still controlling the game with his passing impactful player,en,en,en,en
5,"<b>Raw:</b> @NHLhistorygirl Yeah, sure! Why am I here for Pride Night, presented by Delta, ffs? It feels masochistic. 

They’d better win.<br><b>Clean</b>: yeah sure why am i here for pride night presented by delta ffs it feels masochistic theyd better win",non-syntactic-english,2023-03-12 15:43:05,New York,"@NHLhistorygirl Yeah, sure! Why am I here for Pride Night, presented by Delta, ffs? It feels masochistic. 

They’d better win.<br>",yeah sure why am i here for pride night presented by delta ffs it feels masochistic theyd better win,en,en,en,en
6,<b>Raw:</b> @teddypowday Oh you prob meant vc yeah nah<br><b>Clean</b>: oh you prob meant vc yeah nah,informal-english,2023-03-12 15:43:09,New York,@teddypowday Oh you prob meant vc yeah nah<br>,oh you prob meant vc yeah nah,en,en,cy,id
7,<b>Raw:</b> @Justknope @NBCNews Biden already did an E.O. regarding this!<br><b>Clean</b>: biden already did an e o regarding this,syntactic-english,2023-03-12 15:48:44,New York,@Justknope @NBCNews Biden already did an E.O. regarding this!<br>,biden already did an e o regarding this,en,en,en,en
8,"<b>Raw:</b> something you need to know about me is that i say ""deadass"" and use the 😂 emoji unironically<br><b>Clean</b>: something you need to know about me is that i say deadass and use the emoji unironically",informal-english,2023-03-12 15:48:53,New York,"something you need to know about me is that i say ""deadass"" and use the 😂 emoji unironically<br>",something you need to know about me is that i say deadass and use the emoji unironically,en,en,en,en
9,<b>Raw:</b> The furries have arrived for Car Seat Headrest<br><b>Clean</b>: the furries have arrived for car seat headrest,non-syntactic-english,2023-03-12 15:49:06,New York,The furries have arrived for Car Seat Headrest<br>,the furries have arrived for car seat headrest,en,en,en,en
10,"<b>Raw:</b> This was Nicki Minaj in middle school, feel old yet?<br><b>Clean</b>: this was nicki minaj in middle school feel old yet",non-syntactic-english,2023-03-12 15:49:09,New York,"This was Nicki Minaj in middle school, feel old yet?<br>",this was nicki minaj in middle school feel old yet,en,en,en,en
11,"<b>Raw:</b> NY REDBULLS 0 MINNESOTA 1
MLS SOCCER ⚽️ ⚽️ ⚽️ 
https://t.co/kyDwwj682c<br><b>Clean</b>: ny redbulls 0 minnesota 1 mls soccer",non-syntactic-english,2023-03-12 15:49:17,New York,"NY REDBULLS 0 MINNESOTA 1
MLS SOCCER ⚽️ ⚽️ ⚽️ 
https://t.co/kyDwwj682c<br>",ny redbulls 0 minnesota 1 mls soccer,zh,fr,de,ca
12,"<b>Raw:</b> Just posted a photo @ Westerleigh, Staten Island https://t.co/SJVKtzgrPc<br><b>Clean</b>: just posted a photo westerleigh staten island",non-syntactic-english,2023-03-12 15:49:20,New York,"Just posted a photo @ Westerleigh, Staten Island https://t.co/SJVKtzgrPc<br>",just posted a photo westerleigh staten island,en,en,en,en
13,"<b>Raw:</b> This is one of the rawest things ever put in a CBM and if you think it’s dumb then I think you’re dumb
 https://t.co/eoT3q0TCAf<br><b>Clean</b>: this is one of the rawest things ever put in a cbm and if you think its dumb then i think youre dumb",non-syntactic-english,2023-03-12 15:49:49,New York,"This is one of the rawest things ever put in a CBM and if you think it’s dumb then I think you’re dumb
 https://t.co/eoT3q0TCAf<br>",this is one of the rawest things ever put in a cbm and if you think its dumb then i think youre dumb,en,en,en,en
14,<b>Raw:</b> @Mr_Top_Talent Totally Poole shouldn't even be considered for a trade.<br><b>Clean</b>: totally poole shouldnt even be considered for a trade,syntactic-english,2023-03-12 15:49:59,New York,@Mr_Top_Talent Totally Poole shouldn't even be considered for a trade.<br>,totally poole shouldnt even be considered for a trade,en,en,en,en
15,<b>Raw:</b> @Karen_Santiago1 @spoontheband If you like them - you’ll love this one!<br><b>Clean</b>: if you like them youll love this one,syntactic-english,2023-03-12 15:50:14,New York,@Karen_Santiago1 @spoontheband If you like them - you’ll love this one!<br>,if you like them youll love this one,en,en,en,en
16,<b>Raw:</b> Nakawala kayo ng pagod at anxiety ko. Love you both so much! My boys. #JackRussel #Malshi #MalteseShihtzu #DogDad #FurDad https://t.co/YbaEM4GAex<br><b>Clean</b>: nakawala kayo ng pagod at anxiety ko love you both so much my boys,code-switched,2023-03-12 15:50:28,New York,Nakawala kayo ng pagod at anxiety ko. Love you both so much! My boys. #JackRussel #Malshi #MalteseShihtzu #DogDad #FurDad https://t.co/YbaEM4GAex<br>,nakawala kayo ng pagod at anxiety ko love you both so much my boys,eu,en,tl,tl
17,<b>Raw:</b> they postponed the game due to fog https://t.co/7h4fLMbEVY<br><b>Clean</b>: they postponed the game due to fog,non-syntactic-english,2023-03-12 15:50:33,New York,they postponed the game due to fog https://t.co/7h4fLMbEVY<br>,they postponed the game due to fog,en,en,en,en
18,"<b>Raw:</b> Just posted a photo @ Montreal, Qc, Canada https://t.co/CHeB6jP2X4<br><b>Clean</b>: just posted a photo montreal qc canada",non-syntactic-english,2023-03-12 15:50:35,New York,"Just posted a photo @ Montreal, Qc, Canada https://t.co/CHeB6jP2X4<br>",just posted a photo montreal qc canada,en,en,en,en
